id,split,V,A,D,text,fil_text_5,emotion_features,emotions
hotel-california_28518_28539,test,-0.1499999999999999,0.0,0.050000000000000044,It wasn't a question.,It wasnt a question.,"(-0.1499999999999999, 0.0, 0.050000000000000044)",Reprehensible
hotel-california_28541_28629,train,-0.375,0.125,0.0,"She gave me a grumpy look that informed me, quite clearly, of her current opinion of me.","She gave me a grumpy look that informed me, quite clearly, of her current opinion of me.","(-0.375, 0.125, 0.0)",Mildly annoyed
hotel-california_28630_28672,train,-0.55,0.30000000000000004,0.1499999999999999,“Not if you're going to be rude about it.”,Not if youre going to be rude about it.,"(-0.55, 0.30000000000000004, 0.1499999999999999)",Disgusted
hotel-california_28674_28683,train,-0.3999999999999999,-0.1499999999999999,-0.3999999999999999,I sighed.,I sighed.,"(-0.3999999999999999, -0.1499999999999999, -0.3999999999999999)",Feeble
hotel-california_28684_28692,train,-0.3500000000000001,0.050000000000000044,-0.19999999999999996,“Sorry.”,Sorry.,"(-0.3500000000000001, 0.050000000000000044, -0.19999999999999996)",Quietly indignant
hotel-california_28693_28757,train,0.06000000000000005,0.0,0.125,"I wasn't, not really, but I'd lie to get the conversation going.","I wasnt, not really, but Id lie to get the conversation going.","(0.06000000000000005, 0.0, 0.125)",Proud and lonely
hotel-california_28758_28775,dev,0.0,0.050000000000000044,0.19999999999999996,“I want to know.”,I want to know.,"(0.0, 0.050000000000000044, 0.19999999999999996)",Proud and lonely
hotel-california_28776_28832,train,0.0,-0.050000000000000044,0.10000000000000009,"I explained, in two brief sentences, my earlier impasse.","I explained, in two brief sentences, my earlier impasse.","(0.0, -0.050000000000000044, 0.10000000000000009)",Reserved
hotel-california_28834_28854,train,-0.19999999999999996,-0.10000000000000009,-0.1499999999999999,"“I don't know much,”","I dont know much,","(-0.19999999999999996, -0.10000000000000009, -0.1499999999999999)",Quietly indignant
hotel-california_28834_28904,test,-0.28,0.05499999999999994,-0.1100000000000001,"“I don't know much,” she said, still annoyed but at least cooperative.","I dont know much, she said, still annoyed but at least cooperative.","(-0.28, 0.05499999999999994, -0.1100000000000001)",Quietly indignant
hotel-california_28905_29070,test,0.0,-0.10000000000000009,0.0,"She reviewed the information gleaned from our previous dinner conversations, adding, “I heard the captain say something yesterday, as I walking to the Pyrope Parlor.","She reviewed the information gleaned from our previous dinner conversations, adding, I heard the captain say something yesterday, as I walking to the Pyrope Parlor.","(0.0, -0.10000000000000009, 0.0)",Reserved
hotel-california_28990_29323,train,-0.050000000000000044,0.050000000000000044,-0.050000000000000044,"“I heard the captain say something yesterday, as I walking to the Pyrope Parlor. I was just coming up on a corner and he was around the other side, talking to a couple people, and they must not have known I was there. He said something about a wreck going well. And listen, when they came round the corner, Ray was with the captain.”","I heard the captain say something yesterday, as I walking to the Pyrope Parlor. I was just coming up on a corner and he was around the other side, talking to a couple people, and they must not have known I was there. He said something about a wreck going well. And listen, when they came round the corner, [NAME] was with the captain.","(-0.050000000000000044, 0.050000000000000044, -0.050000000000000044)",Repentant
hotel-california_29071_29207,train,-0.10000000000000009,0.0,0.0,"I was just coming up on a corner and he was around the other side, talking to a couple people, and they must not have known I was there.","I was just coming up on a corner and he was around the other side, talking to a couple people, and they must not have known I was there.","(-0.10000000000000009, 0.0, 0.0)",Reprehensible
hotel-california_29208_29251,train,0.0,0.050000000000000044,0.050000000000000044,He said something about a wreck going well.,He said something about a wreck going well.,"(0.0, 0.050000000000000044, 0.050000000000000044)",Reprehensible
hotel-california_29252_29323,dev,0.050000000000000044,0.0,0.050000000000000044,"And listen, when they came round the corner, Ray was with the captain.”","And listen, when they came round the corner, [NAME] was with the captain.","(0.050000000000000044, 0.0, 0.050000000000000044)",Reprehensible
hotel-california_29325_29505,train,0.0,0.050000000000000044,0.050000000000000044,"The next time the captain stopped by our group, Tiffany tagging along (pretending that she, too, was a social butterfly who could mingle equally well with everyone), we were ready.","The next time the captain stopped by our group, Tiffany tagging along pretending that she, too, was a social butterfly who could mingle equally well with everyone, we were ready.","(0.0, 0.050000000000000044, 0.050000000000000044)",Reprehensible
hotel-california_2933_2955,train,0.06000000000000005,0.06000000000000005,0.0,I was now one of them.,I was now one of them.,"(0.06000000000000005, 0.06000000000000005, 0.0)",Reprehensible
hotel-california_29507_29536,train,-0.10000000000000009,0.25,0.050000000000000044,“Is there a doctor on board?”,Is there a doctor on board?,"(-0.10000000000000009, 0.25, 0.050000000000000044)",Skeptical
hotel-california_29537_29552,dev,0.0,-0.16500000000000004,0.05499999999999994,asked Adrienne.,asked Adrienne.,"(0.0, -0.16500000000000004, 0.05499999999999994)",Reserved
hotel-california_29553_29582,train,-0.365,0.135,-0.135,“I've been having headaches.”,Ive been having headaches.,"(-0.365, 0.135, -0.135)",Hungry
hotel-california_2957_2984,train,0.0,0.050000000000000044,0.050000000000000044,"This story, it's our story.","This story, its our story.","(0.0, 0.050000000000000044, 0.050000000000000044)",Reprehensible
hotel-california_29583_29623,test,-0.1499999999999999,-0.050000000000000044,0.050000000000000044,"It was a lie, but we needed information.","It was a lie, but we needed information.","(-0.1499999999999999, -0.050000000000000044, 0.050000000000000044)",Weary with responsibility
hotel-california_29625_29642,train,0.0,-0.10000000000000009,-0.050000000000000044,Jefferson nodded.,[NAME] nodded.,"(0.0, -0.10000000000000009, -0.050000000000000044)",Reserved
hotel-california_29643_29698,train,0.0,-0.14500000000000002,-0.14500000000000002,"“Down past the Emerald Lounge, second door on the left.","Down past the Emerald Lounge, second door on the left.","(0.0, -0.14500000000000002, -0.14500000000000002)",Reserved
hotel-california_29643_29710,train,0.06000000000000005,0.06000000000000005,0.06000000000000005,"“Down past the Emerald Lounge, second door on the left. All hours.”","Down past the Emerald Lounge, second door on the left. All hours.","(0.06000000000000005, 0.06000000000000005, 0.06000000000000005)",Reprehensible
hotel-california_29699_29710,train,-0.05499999999999994,-0.05499999999999994,0.1100000000000001,All hours.”,All hours.,"(-0.05499999999999994, -0.05499999999999994, 0.1100000000000001)",Reserved
hotel-california_29711_29725,train,0.0,0.0,0.0,"A robot, then.","A robot, then.","(0.0, 0.0, 0.0)",Repentant
hotel-california_29726_29779,train,-0.25,-0.06000000000000005,-0.06000000000000005,Medical AI were even more expensive than the barkeep.,Medical AI were even more expensive than the barkeep.,"(-0.25, -0.06000000000000005, -0.06000000000000005)",Weary with responsibility
hotel-california_29780_29818,train,0.06000000000000005,0.06000000000000005,0.0,I wondered how many people it treated.,I wondered how many people it treated.,"(0.06000000000000005, 0.06000000000000005, 0.0)",Reprehensible
hotel-california_29819_29868,train,-0.050000000000000044,-0.050000000000000044,-0.10000000000000009,Had anyone on the ship ever fallen seriously ill?,Had anyone on the ship ever fallen seriously ill?,"(-0.050000000000000044, -0.050000000000000044, -0.10000000000000009)",Repentant
hotel-california_2985_3092,dev,-0.33499999999999996,-0.05499999999999994,-0.1100000000000001,"The survivors of the unfortunate accidents, the catastrophic malfunctions, the fateful crashes: this is us.","The survivors of the unfortunate accidents, the catastrophic malfunctions, the fateful crashes this is us.","(-0.33499999999999996, -0.05499999999999994, -0.1100000000000001)",Quietly indignant
hotel-california_29870_29884,train,0.0,0.0,0.0,“Does he age?”,Does he age?,"(0.0, 0.0, 0.0)",Repentant
hotel-california_29885_29900,train,0.0,-0.05499999999999994,0.0,asked Adrienne.,asked Adrienne.,"(0.0, -0.05499999999999994, 0.0)",Reserved
hotel-california_29902_29916,train,0.0,0.10000000000000009,0.0,“The captain?”,The captain?,"(0.0, 0.10000000000000009, 0.0)",Reprehensible
hotel-california_29917_29928,test,-0.25,0.10000000000000009,-0.1499999999999999,I shrugged.,I shrugged.,"(-0.25, 0.10000000000000009, -0.1499999999999999)",Quietly indignant
hotel-california_29929_29956,train,0.0,-0.45500000000000007,0.0,“I never thought about it.”,I never thought about it.,"(0.0, -0.45500000000000007, 0.0)",Solemn
hotel-california_29958_30008,train,0.0,-0.08499999999999996,-0.08499999999999996,Adrienne steepled her fingers and studied my face.,Adrienne steepled her fingers and studied my face.,"(0.0, -0.08499999999999996, -0.08499999999999996)",Reserved
hotel-california_30009_30043,train,-0.31000000000000005,0.25,-0.125,"“That doesn't answer my question,”","That doesnt answer my question,","(-0.31000000000000005, 0.25, -0.125)",Sinful
hotel-california_30009_30053,test,-0.30000000000000004,0.0,0.10000000000000009,"“That doesn't answer my question,” she said.","That doesnt answer my question, she said.","(-0.30000000000000004, 0.0, 0.10000000000000009)",Weary with responsibility
hotel-california_30055_30088,train,-0.21999999999999997,-0.05499999999999994,0.0,Adrienne only picked at her food.,Adrienne only picked at her food.,"(-0.21999999999999997, -0.05499999999999994, 0.0)",Weary with responsibility
hotel-california_30091_30104,train,0.0,-0.05499999999999994,0.05499999999999994,“Not hungry?”,Not hungry?,"(0.0, -0.05499999999999994, 0.05499999999999994)",Reserved
hotel-california_30105_30135,test,0.0,0.0,-0.06000000000000005,asked Kishori sympathetically.,asked Kishori sympathetically.,"(0.0, 0.0, -0.06000000000000005)",Repentant
hotel-california_30137_30142,train,-0.3999999999999999,0.0,0.19999999999999996,"“No,”","No,","(-0.3999999999999999, 0.0, 0.19999999999999996)",Dis satisfied
hotel-california_30137_30157,train,-0.375,0.25,0.25,"“No,” said Adrienne.","No, said Adrienne.","(-0.375, 0.25, 0.25)",Scornful
hotel-california_30159_30183,test,0.050000000000000044,-0.10000000000000009,0.10000000000000009,"“At least have a drink,”","At least have a drink,","(0.050000000000000044, -0.10000000000000009, 0.10000000000000009)",Reserved
hotel-california_30159_30195,train,0.0,0.050000000000000044,0.10000000000000009,"“At least have a drink,” said Sarah.","At least have a drink, said [NAME].","(0.0, 0.050000000000000044, 0.10000000000000009)",Reprehensible
hotel-california_30196_30227,dev,0.050000000000000044,-0.1499999999999999,0.050000000000000044,“I find it takes the edge off.”,I find it takes the edge off.,"(0.050000000000000044, -0.1499999999999999, 0.050000000000000044)",Reserved
hotel-california_30229_30259,test,0.0,-0.10000000000000009,0.0,"“She doesn't drink, remember?”","She doesnt drink, remember?","(0.0, -0.10000000000000009, 0.0)",Reserved
hotel-california_30260_30273,train,0.0,-0.10000000000000009,0.0,said Kishori.,said Kishori.,"(0.0, -0.10000000000000009, 0.0)",Reserved
hotel-california_30275_30302,train,-0.19999999999999996,0.19999999999999996,0.0,"“Maybe that's the problem,”","Maybe thats the problem,","(-0.19999999999999996, 0.19999999999999996, 0.0)",Skeptical
hotel-california_30275_30314,train,-0.125,-0.06000000000000005,0.125,"“Maybe that's the problem,” said Sarah.","Maybe thats the problem, said [NAME].","(-0.125, -0.06000000000000005, 0.125)",Reprehensible
hotel-california_30316_30364,train,0.10000000000000009,0.1499999999999999,0.0,"“One hundred and forty-seven is a magic number,”","One hundred and fortyseven is a magic number,","(0.10000000000000009, 0.1499999999999999, 0.0)",Reprehensible
hotel-california_30316_30376,train,0.050000000000000044,0.0,-0.050000000000000044,"“One hundred and forty-seven is a magic number,” said Sarah.","One hundred and fortyseven is a magic number, said [NAME].","(0.050000000000000044, 0.0, -0.050000000000000044)",Repentant
hotel-california_30377_30403,test,-0.04499999999999993,-0.135,-0.09000000000000008,“You ever heard of Dunbar?,You ever heard of Dunbar?,"(-0.04499999999999993, -0.135, -0.09000000000000008)",Reserved
hotel-california_30377_30455,dev,0.25,0.1499999999999999,0.1499999999999999,"“You ever heard of Dunbar? Well, we've got the perfect-size group right here.”","You ever heard of Dunbar? Well, weve got the perfectsize group right here.","(0.25, 0.1499999999999999, 0.1499999999999999)",Cooperative
hotel-california_30404_30455,train,0.18999999999999995,0.0,0.125,"Well, we've got the perfect-size group right here.”","Well, weve got the perfectsize group right here.","(0.18999999999999995, 0.0, 0.125)",Modest
hotel-california_30504_30573,train,-0.19999999999999996,0.0,0.0,Just enough for us all to be able to barely avoid killing each other.,Just enough for us all to be able to barely avoid killing each other.,"(-0.19999999999999996, 0.0, 0.0)",Weary with responsibility
hotel-california_30575_30603,train,-0.10000000000000009,0.050000000000000044,0.0,“Why doesn't anyone mutiny?”,Why doesnt anyone mutiny?,"(-0.10000000000000009, 0.050000000000000044, 0.0)",Reprehensible
hotel-california_30604_30619,train,0.04499999999999993,-0.09000000000000008,0.09000000000000008,Adrienne asked.,Adrienne asked.,"(0.04499999999999993, -0.09000000000000008, 0.09000000000000008)",Reserved
hotel-california_30620_30693,test,-0.31000000000000005,0.125,0.31000000000000005,"“If you dislike this place so much, why don't you do something about it?”","If you dislike this place so much, why dont you do something about it?","(-0.31000000000000005, 0.125, 0.31000000000000005)",Selfish
hotel-california_30695_30706,train,-0.3500000000000001,0.050000000000000044,-0.10000000000000009,"“We can't,”","We cant,","(-0.3500000000000001, 0.050000000000000044, -0.10000000000000009)",Quietly indignant
hotel-california_30717_30736,dev,0.0,-0.125,0.0,“What would we do?”,What would we do?,"(0.0, -0.125, 0.0)",Reserved
hotel-california_30738_30790,train,-0.69,0.25,-0.18500000000000005,Adrienne shook her head and made a sound of disgust.,Adrienne shook her head and made a sound of disgust.,"(-0.69, 0.25, -0.18500000000000005)",Upset
hotel-california_30791_30842,train,-0.125,0.18500000000000005,0.25,“You could force the captain to set down somewhere.,You could force the captain to set down somewhere.,"(-0.125, 0.18500000000000005, 0.25)",Burdened with responsibility
hotel-california_30791_30976,train,-0.3500000000000001,0.30000000000000004,0.19999999999999996,"“You could force the captain to set down somewhere. Let us off the ship. If he refuses, threaten him. If he still refuses, well, of all of us, isn't there someone who can drive a ship?”","You could force the captain to set down somewhere. Let us off the ship. If he refuses, threaten him. If he still refuses, well, of all of us, isnt there someone who can drive a ship?","(-0.3500000000000001, 0.30000000000000004, 0.19999999999999996)",Scornful
hotel-california_30843_30863,train,-0.050000000000000044,0.10000000000000009,0.10000000000000009,Let us off the ship.,Let us off the ship.,"(-0.050000000000000044, 0.10000000000000009, 0.10000000000000009)",Reprehensible
hotel-california_30864_30892,test,-0.28,0.16500000000000004,0.21999999999999997,"If he refuses, threaten him.","If he refuses, threaten him.","(-0.28, 0.16500000000000004, 0.21999999999999997)",Insolent
hotel-california_30893_30976,train,-0.050000000000000044,0.050000000000000044,0.10000000000000009,"If he still refuses, well, of all of us, isn't there someone who can drive a ship?”","If he still refuses, well, of all of us, isnt there someone who can drive a ship?","(-0.050000000000000044, 0.050000000000000044, 0.10000000000000009)",Reprehensible
hotel-california_3093_3168,train,0.0,0.0,0.0,"Floating alone, each of us facing the silence of the vacuum, we were found.","Floating alone, each of us facing the silence of the vacuum, we were found.","(0.0, 0.0, 0.0)",Repentant
hotel-california_30978_30994,train,-0.44999999999999996,0.30000000000000004,0.050000000000000044,"“That's murder,”","Thats murder,","(-0.44999999999999996, 0.30000000000000004, 0.050000000000000044)",Angry but detached
hotel-california_30978_31010,train,-0.3500000000000001,0.25,0.0,"“That's murder,” objected Sarah.","Thats murder, objected [NAME].","(-0.3500000000000001, 0.25, 0.0)",Sinful
hotel-california_31012_31031,train,0.0,-0.25,0.19999999999999996,"“That's survival, ”","Thats survival, ","(0.0, -0.25, 0.19999999999999996)",Nonchalant
hotel-california_31012_31055,train,-0.06000000000000005,0.25,-0.06000000000000005,"“That's survival, ” Adrienne corrected her.","Thats survival,  Adrienne corrected her.","(-0.06000000000000005, 0.25, -0.06000000000000005)",Reprehensible
hotel-california_31056_31113,train,-0.44999999999999996,0.30000000000000004,0.25,“Do you want to be stuck here for the rest of your life?”,Do you want to be stuck here for the rest of your life?,"(-0.44999999999999996, 0.30000000000000004, 0.25)",Scornful
hotel-california_31136_31243,train,0.25,-0.10000000000000009,0.0,"I shifted my feet in the plush green carpeting of the Emerald Lounge, looking out the windows at the stars.","I shifted my feet in the plush green carpeting of the Emerald Lounge, looking out the windows at the stars.","(0.25, -0.10000000000000009, 0.0)",Modest
hotel-california_31244_31446,train,0.0,-0.21999999999999997,-0.1100000000000001,"Times like that, running on less sleep than I should, alone because everyone else had had the sense to retire for the night, I had a tendency to get all meditative about the universe and my place in it.","Times like that, running on less sleep than I should, alone because everyone else had had the sense to retire for the night, I had a tendency to get all meditative about the universe and my place in it.","(0.0, -0.21999999999999997, -0.1100000000000001)",Solemn
hotel-california_31447_31502,train,0.0,-0.05499999999999994,0.05499999999999994,"The stillness of the room contributed, as did the view.","The stillness of the room contributed, as did the view.","(0.0, -0.05499999999999994, 0.05499999999999994)",Reserved
hotel-california_31503_31622,test,0.0,-0.21500000000000008,-0.07000000000000006,"Black and more black, speckled by tiny points of light that flared up to break the emptiness, if only for a brief time.","Black and more black, speckled by tiny points of light that flared up to break the emptiness, if only for a brief time.","(0.0, -0.21500000000000008, -0.07000000000000006)",Reserved
hotel-california_31623_31667,train,-0.10000000000000009,-0.1499999999999999,-0.10000000000000009,"All of it was temporary, save for the black.","All of it was temporary, save for the black.","(-0.10000000000000009, -0.1499999999999999, -0.10000000000000009)",Subdued
hotel-california_31668_31736,dev,0.0,-0.19999999999999996,0.0,That was tonight's melodramatic theme: the ephemeral nature of life.,That was tonights melodramatic theme the ephemeral nature of life.,"(0.0, -0.19999999999999996, 0.0)",Reserved
hotel-california_3170_3203,train,0.19999999999999996,0.0,0.10000000000000009,"Once found, we can never be lost.","Once found, we can never be lost.","(0.19999999999999996, 0.0, 0.10000000000000009)",Modest
hotel-california_31737_31758,test,0.0,-0.10000000000000009,-0.10000000000000009,Everything temporary.,Everything temporary.,"(0.0, -0.10000000000000009, -0.10000000000000009)",Reserved
hotel-california_31759_31903,train,-0.19999999999999996,0.050000000000000044,-0.1499999999999999,"Everything to fade away, lost as dust and scattered atoms between the stars, and every one of us to be left as alone as the moment we were born.","Everything to fade away, lost as dust and scattered atoms between the stars, and every one of us to be left as alone as the moment we were born.","(-0.19999999999999996, 0.050000000000000044, -0.1499999999999999)",Quietly indignant
hotel-california_318_356,train,-0.25,0.25,-0.125,"Eyes bulging in panic, but no screams.","Eyes bulging in panic, but no screams.","(-0.25, 0.25, -0.125)",Sinful
hotel-california_31976_32044,train,-0.04499999999999993,0.04499999999999993,0.135,"Some things in this world, we have to make them permanent ourselves.","Some things in this world, we have to make them permanent ourselves.","(-0.04499999999999993, 0.04499999999999993, 0.135)",Reprehensible
hotel-california_3205_3234,dev,0.0,-0.10000000000000009,0.10000000000000009,This is our Hotel California.,This is our Hotel California.,"(0.0, -0.10000000000000009, 0.10000000000000009)",Reserved
hotel-california_32078_32104,train,0.0,-0.125,0.0,He had made us a constant.,He had made us a constant.,"(0.0, -0.125, 0.0)",Reserved
hotel-california_32105_32144,train,0.05499999999999994,0.05499999999999994,0.05499999999999994,He made this ship—this life—a constant.,He made this shipthis lifea constant.,"(0.05499999999999994, 0.05499999999999994, 0.05499999999999994)",Reprehensible
hotel-california_32145_32174,train,0.0,-0.18500000000000005,-0.04499999999999993,The one thing that was known.,The one thing that was known.,"(0.0, -0.18500000000000005, -0.04499999999999993)",Reserved
hotel-california_32175_32210,train,-0.050000000000000044,-0.10000000000000009,0.0,The one thing that wouldn't change.,The one thing that wouldnt change.,"(-0.050000000000000044, -0.10000000000000009, 0.0)",Reserved
hotel-california_32212_32284,train,-0.25,0.10000000000000009,-0.050000000000000044,"Maybe everything we did, all the stories we told, maybe it was all lies.","Maybe everything we did, all the stories we told, maybe it was all lies.","(-0.25, 0.10000000000000009, -0.050000000000000044)",Weary with responsibility
hotel-california_3236_3255,train,-0.31000000000000005,0.0,-0.125,We can never leave.,We can never leave.,"(-0.31000000000000005, 0.0, -0.125)",Quietly indignant
hotel-california_32410_32476,train,-0.04499999999999993,-0.09000000000000008,0.04499999999999993,"But ultimately, this ship, its purpose, our purpose—did it matter?","But ultimately, this ship, its purpose, our purposedid it matter?","(-0.04499999999999993, -0.09000000000000008, 0.04499999999999993)",Reserved
hotel-california_32477_32504,train,0.06499999999999995,0.0,0.18999999999999995,We each had our own theory.,We each had our own theory.,"(0.06499999999999995, 0.0, 0.18999999999999995)",Proud and lonely
hotel-california_32505_32527,train,-0.050000000000000044,0.10000000000000009,-0.050000000000000044,Maybe that was enough.,Maybe that was enough.,"(-0.050000000000000044, 0.10000000000000009, -0.050000000000000044)",Repentant
hotel-california_32528_32596,test,0.07000000000000006,0.0,-0.07000000000000006,"And all of us, we were permanent characters in each others' stories.","And all of us, we were permanent characters in each others stories.","(0.07000000000000006, 0.0, -0.07000000000000006)",Repentant
hotel-california_3257_3280,train,0.0,0.16500000000000004,0.0,"“So, I'm on a ship now?","So, Im on a ship now?","(0.0, 0.16500000000000004, 0.0)",Reprehensible
hotel-california_3257_3300,train,0.0,0.0,0.0,"“So, I'm on a ship now? You do this a lot?”","So, Im on a ship now? You do this a lot?","(0.0, 0.0, 0.0)",Repentant
hotel-california_32597_32626,train,0.10000000000000009,-0.10000000000000009,-0.10000000000000009,Maybe that made us more real.,Maybe that made us more real.,"(0.10000000000000009, -0.10000000000000009, -0.10000000000000009)",Reserved
hotel-california_32627_32660,train,-0.05499999999999994,-0.1100000000000001,-0.05499999999999994,Maybe it made us feel less alone.,Maybe it made us feel less alone.,"(-0.05499999999999994, -0.1100000000000001, -0.05499999999999994)",Reserved
hotel-california_32662_32683,train,0.050000000000000044,0.050000000000000044,-0.10000000000000009,“Mind if I join you?”,Mind if I join you?,"(0.050000000000000044, 0.050000000000000044, -0.10000000000000009)",Repentant
hotel-california_32685_32725,train,0.050000000000000044,0.0,0.050000000000000044,I turned to see Adrienne in the doorway.,I turned to see Adrienne in the doorway.,"(0.050000000000000044, 0.0, 0.050000000000000044)",Reprehensible
hotel-california_32726_32812,train,0.33499999999999996,0.1100000000000001,0.1100000000000001,"She smiled, then crossed the room to join me by the window, not waiting for an answer.","She smiled, then crossed the room to join me by the window, not waiting for an answer.","(0.33499999999999996, 0.1100000000000001, 0.1100000000000001)",Cooperative
hotel-california_32815_32829,dev,0.0,-0.050000000000000044,-0.050000000000000044,"“Some nights,”","Some nights,","(0.0, -0.050000000000000044, -0.050000000000000044)",Repentant
hotel-california_3281_3300,train,0.0,0.10000000000000009,0.0,You do this a lot?”,You do this a lot?,"(0.0, 0.10000000000000009, 0.0)",Reprehensible
hotel-california_32838_32943,train,-0.43999999999999995,0.06499999999999995,-0.25,"“I can't see the meaning in any of it. All these things I do, they're just to pass the time until I die.”","I cant see the meaning in any of it. All these things I do, theyre just to pass the time until I die.","(-0.43999999999999995, 0.06499999999999995, -0.25)",Anguished
hotel-california_32877_32943,train,-0.31000000000000005,-0.06000000000000005,-0.125,"All these things I do, they're just to pass the time until I die.”","All these things I do, theyre just to pass the time until I die.","(-0.31000000000000005, -0.06000000000000005, -0.125)",Quietly indignant
hotel-california_32945_33001,test,0.06000000000000005,0.0,0.125,"Adrienne looked at me, then back out through the window.","Adrienne looked at me, then back out through the window.","(0.06000000000000005, 0.0, 0.125)",Proud and lonely
hotel-california_33002_33056,test,-0.21999999999999997,-0.1100000000000001,0.21999999999999997,"“You don't see a meaning because there is no meaning,”","You dont see a meaning because there is no meaning,","(-0.21999999999999997, -0.1100000000000001, 0.21999999999999997)",Disdainful
hotel-california_33002_33066,train,0.0,0.050000000000000044,0.0,"“You don't see a meaning because there is no meaning,” she said.","You dont see a meaning because there is no meaning, she said.","(0.0, 0.050000000000000044, 0.0)",Reprehensible
hotel-california_3302_3374,train,-0.10000000000000009,-0.10000000000000009,0.10000000000000009,"A woman, introduced as Tiffany and neither tall nor beautiful, shrugged.","A woman, introduced as Tiffany and neither tall nor beautiful, shrugged.","(-0.10000000000000009, -0.10000000000000009, 0.10000000000000009)",Reserved
hotel-california_33068_33156,train,-0.19999999999999996,0.0,-0.25,"After all of it, as much as we feared being alone, we feared being vulnerable even more.","After all of it, as much as we feared being alone, we feared being vulnerable even more.","(-0.19999999999999996, 0.0, -0.25)",Shy
hotel-california_33157_33182,train,-0.10000000000000009,0.050000000000000044,-0.10000000000000009,Our instinct was to hide.,Our instinct was to hide.,"(-0.10000000000000009, 0.050000000000000044, -0.10000000000000009)",Repentant
hotel-california_33184_33204,train,0.21999999999999997,0.16500000000000004,0.05499999999999994,"“Look what I found,”","Look what I found,","(0.21999999999999997, 0.16500000000000004, 0.05499999999999994)",Cooperative
hotel-california_33184_33219,train,0.1499999999999999,0.30000000000000004,0.0,"“Look what I found,” Adrienne said.","Look what I found, Adrienne said.","(0.1499999999999999, 0.30000000000000004, 0.0)",Wonder
hotel-california_33220_33246,train,-0.040000000000000036,-0.040000000000000036,0.125,In her hands was a bottle.,In her hands was a bottle.,"(-0.040000000000000036, -0.040000000000000036, 0.125)",Proud and lonely
hotel-california_33248_33277,train,0.0,0.0,0.0,And what happens to Adrienne?,And what happens to Adrienne?,"(0.0, 0.0, 0.0)",Repentant
hotel-california_33279_33299,dev,-0.44500000000000006,0.05499999999999994,-0.21999999999999997,I couldn't find her.,I couldnt find her.,"(-0.44500000000000006, 0.05499999999999994, -0.21999999999999997)",Anguished
hotel-california_33301_33339,train,0.07000000000000006,-0.07000000000000006,0.07000000000000006,"Jefferson was in the Captain's Lounge,","[NAME] was in the Captains Lounge,","(0.07000000000000006, -0.07000000000000006, 0.07000000000000006)",Reserved
hotel-california_33342_33369,dev,0.050000000000000044,-0.19999999999999996,0.0,Fact: Sound is a vibration.,Fact Sound is a vibration.,"(0.050000000000000044, -0.19999999999999996, 0.0)",Reserved
hotel-california_33370_33568,train,0.0,-0.33499999999999996,0.0,"The speed of sound in dry air at twenty degrees Celsius or sixty-eight degrees Fahrenheit is three hundred and forty-three meters per second, or one thousand one hundred twenty-five feet per second.","The speed of sound in dry air at twenty degrees Celsius or sixtyeight degrees Fahrenheit is three hundred and fortythree meters per second, or one thousand one hundred twentyfive feet per second.","(0.0, -0.33499999999999996, 0.0)",Solemn
hotel-california_33570_33586,train,0.0,-0.16500000000000004,0.05499999999999994,"“Up his dosage,”","Up his dosage,","(0.0, -0.16500000000000004, 0.05499999999999994)",Reserved
hotel-california_33570_33611,train,0.0,0.050000000000000044,0.0,"“Up his dosage,” I heard the captain say.","Up his dosage, I heard the captain say.","(0.0, 0.050000000000000044, 0.0)",Reprehensible
hotel-california_33648_33654,train,-0.16999999999999993,0.08499999999999996,0.08499999999999996,I ran.,I ran.,"(-0.16999999999999993, 0.08499999999999996, 0.08499999999999996)",Reprehensible
hotel-california_33656_33680,train,-0.1499999999999999,0.0,0.1499999999999999,I didn't want to forget.,I didnt want to forget.,"(-0.1499999999999999, 0.0, 0.1499999999999999)",Reprehensible
hotel-california_33682_33712,test,-0.5,0.1499999999999999,-0.10000000000000009,I didn't want to be harvested.,I didnt want to be harvested.,"(-0.5, 0.1499999999999999, -0.10000000000000009)",Displeased
hotel-california_33714_33774,train,-0.1499999999999999,0.19999999999999996,0.0,"The last thing I remember, I was tearing down the corridors.","The last thing I remember, I was tearing down the corridors.","(-0.1499999999999999, 0.19999999999999996, 0.0)",Skeptical
hotel-california_3375_3390,train,0.0,0.0,0.0,“Now and then.”,Now and then.,"(0.0, 0.0, 0.0)",Repentant
hotel-california_33775_33797,test,-0.1100000000000001,-0.05499999999999994,-0.05499999999999994,"Life boats, I thought.","Life boats, I thought.","(-0.1100000000000001, -0.05499999999999994, -0.05499999999999994)",Repentant
hotel-california_33798_33824,train,0.0,-0.050000000000000044,-0.050000000000000044,Every ship had life boats.,Every ship had life boats.,"(0.0, -0.050000000000000044, -0.050000000000000044)",Repentant
hotel-california_33825_33859,train,0.0,0.0,0.050000000000000044,"In case of emergency, break glass.","In case of emergency, break glass.","(0.0, 0.0, 0.050000000000000044)",Reprehensible
hotel-california_33860_33873,train,0.0,0.0,0.10000000000000009,I'd find one.,Id find one.,"(0.0, 0.0, 0.10000000000000009)",Reprehensible
hotel-california_33874_33953,test,0.0,0.10000000000000009,0.10000000000000009,"I'd put on a space suit, I'd get out of this ship, I'd find civilization again.","Id put on a space suit, Id get out of this ship, Id find civilization again.","(0.0, 0.10000000000000009, 0.10000000000000009)",Reprehensible
