id,split,V,A,D,text,fil_text_5
WhereToHongKong_51648_51835,dev,3.1,2.9,3.1,"You can try your luck at pari mutuel betting on jai-alai at pari mutuel, greyhound-racing at the Cani­drome (one of the largest in the world), and harness-racing on Taipa.","You can try your luck at pari mutuel betting on jaialai at pari mutuel, greyhoundracing at the Canidrome one of the largest in the world, and harnessracing on Taipa."
WhereToHongKong_51870_51912,train,3.0,2.5,3.0,"Like Hong Kong, Macau is a duty-free port.","Like Hong Kong, Macau is a dutyfree port."
WhereToHongKong_51913_51955,train,3.2,2.9,3.3,It is famous for its gold jewelry.,It is famous for its gold jewelry.
WhereToHongKong_51956_51991,train,3.0,3.0,3.12,Market prices per tael (34 grams/1.,Market prices per tael 34 grams1.
WhereToHongKong_51991_52031,train,3.0,2.75,3.0,2 ounces) of gold are set daily.,2 ounces of gold are set daily.
WhereToHongKong_52032_52122,train,3.0,3.0,3.33,You should always ask for a certificate of guarantee when you buy gold or jewelry.,You should always ask for a certificate of guarantee when you buy gold or jewelry.
WhereToHongKong_52123_52223,train,3.2,2.9,2.9,Look for jewelry shops along Avenida do Infante D. Henrique and Avenida de Almei­da Ribeiro.,Look for jewelry shops along [NAME] do Infante D. Henrique and [NAME] de Almeida [NAME].
WhereToHongKong_52232_52435,train,3.86,3.43,3.29,"Browsing is a real pleasure in Macau’s main streets and byways, where shops aimed at the tourist market are interspersed with the more workaday ironmongers, herbalists, and noodle stalls.","Browsing is a real pleasure in Macaus main streets and byways, where shops aimed at the tourist market are interspersed with the more workaday ironmongers, herbalists, and noodle stalls."
WhereToHongKong_52444_52577,train,3.2,3.1,3.1,Knowle­dgeable visitors look for antiques — either Chinese heirlooms or leftovers from the gracious Portuguese colonial days.,Knowledgeable visitors look for antiques  either Chinese heirlooms or leftovers from the gracious Portuguese colonial days.
WhereToHongKong_52578_52722,train,2.8,3.1,2.9,"However, you are not likely to find bargains, and you should be aware that unless you are an expert, you can end up with a fake.","However, you are not likely to find bargains, and you should be aware that unless you are an expert, you can end up with a fake."
WhereToHongKong_52723_52846,train,3.0,3.0,3.3,"Also worth investigating are contemporary handicrafts, both Portuguese and Chinese, from across the border.","Also worth investigating are contemporary handicrafts, both Portuguese and Chinese, from across the border."
WhereToHongKong_52878_52997,test,3.33,3.22,3.11,Gourmets award Macau high marks for dependable Chinese cooking with an exotic bonus: Portuguese food and wines.,Gourmets award Macau high marks for dependable Chinese cooking with an exotic bonus Portuguese food and wines.
WhereToHongKong_52998_53130,test,3.0,3.3,3.0,"Macau’s own cuisine is a combination of Chinese flavors with the flavors imported from Portugal, Brazil, and Africa.","Macaus own cuisine is a combination of Chinese flavors with the flavors imported from Portugal, Brazil, and Africa."
WhereToHongKong_53131_53320,train,3.9,3.4,3.3,"Whether you choose to dine in one of the Macanese, Chinese, traditional Portuguese, or international-style restaurants, you will be treated to a hearty meal at a good price.","Whether you choose to dine in one of the Macanese, Chinese, traditional Portuguese, or internationalstyle restaurants, you will be treated to a hearty meal at a good price."
WhereToHongKong_5331_5503,train,2.7,3.3,2.5,"The Peak is still the most fashionable place to live in Hong Kong, but real estate prices here are astronomical; rents run around HK$50,000 a month.","The [NAME] is still the most fashionable place to live in Hong Kong, but real estate prices here are astronomical rents run around HK50,000 a month."
WhereToHongKong_53329_53408,train,3.75,3.75,3.37,"The ingredients, especially the fresh fish and seafood, are first-rate.","The ingredients, especially the fresh fish and seafood, are firstrate."
WhereToHongKong_53409_53461,train,3.6,3.5,3.2,"A delicate, delicious fish is Macau sole (linguado).","A delicate, delicious fish is Macau sole linguado."
WhereToHongKong_53470_53588,train,3.0,2.62,3.12,"Imported dried cod (bacalhao) is the Portuguese national dish; several varieties are available, usually baked.","Imported dried [NAME] is the Portuguese national dish several varieties are available, usually baked."
WhereToHongKong_53597_53643,train,3.62,3.5,3.38,Macau has an ample supply of Portuguese wines.,Macau has an ample supply of Portuguese wines.
WhereToHongKong_53644_53764,train,3.0,3.22,3.56,"Try a vinho verde, a mildly sparkling young wine from northern Portugal, or a hearty red Dão or Colares.","Try a vinho verde, a mildly sparkling young wine from northern Portugal, or a hearty red [NAME] or [NAME]."
WhereToHongKong_53765_53851,train,3.57,3.14,3.43,"After dinner, a glass of Madeira or port is recommended to round off the meal.","After dinner, a glass of Madeira or port is recommended to round off the meal."
WhereToHongKong_53852_53918,train,2.86,2.71,3.0,The more abstemious can stick to Portuguese mineral water.,The more abstemious can stick to Portuguese mineral water.
WhereToHongKong_53953_53993,train,3.1,2.9,3.0,Bridges link Macau with its two islands.,Bridges link Macau with its two islands.
WhereToHongKong_53994_54241,train,3.12,3.0,3.25,"Since the construction of the New Macau-Taipa Bridge has allowed easy access to the airport, the population has grown to more than 30,000, with industrial development, new apartment blocks, and luxury resort hotels.","Since the construction of the New MacauTaipa Bridge has allowed easy access to the airport, the population has grown to more than 30,000, with industrial development, new apartment blocks, and luxury resort hotels."
WhereToHongKong_54250_54456,train,2.5,2.9,2.5,"The quaint Taipa Village, with its narrow lanes and colonial buildings painted yellow, blue, and green, has almost been completely swallowed up by the development of nearby housing projects.","The quaint Taipa Village, with its narrow lanes and colonial buildings painted yellow, blue, and green, has almost been completely swallowed up by the development of nearby housing projects."
WhereToHongKong_54465_54535,dev,3.1,2.3,3.1,The island is also the designated home of the University of East Asia.,The island is also the designated home of the University of East Asia.
WhereToHongKong_54544_54674,test,3.33,2.89,3.33,"Pay a visit to the Casa Museu da Taipa, and you’ll be able to get a glimpse of how Macanese families lived in former days.","Pay a visit to the Casa Museu da Taipa, and youll be able to get a glimpse of how Macanese families lived in former days."
WhereToHongKong_54675_54833,dev,3.0,3.0,3.14,"A grand colonial house, fully restored and outfitted with period furnishings, provides the centerpiece for this expanding “cultural village. ”","A grand colonial house, fully restored and outfitted with period furnishings, provides the centerpiece for this expanding cultural village. "
WhereToHongKong_54946_55045,train,3.25,3.5,3.12,"Not as developed as Taipa, it offers the joys of sand and sea and is known for its beaches.","Not as developed as Taipa, it offers the joys of sand and sea and is known for its beaches."
WhereToHongKong_55046_55196,train,3.0,2.7,2.9,"Cheoc Van and Hac Sa (“Black Sands”) are both popular resort areas, with lifeguards on duty in summer and windsurfing boards for rent.","[NAME] and Hac Sa Black Sands are both popular resort areas, with lifeguards on duty in summer and windsurfing boards for rent."
WhereToHongKong_5512_5631,dev,3.1,2.9,3.0,"The Peak Tram, originally steam-powered, was built to speed the wealthy taipans to their mountainside retreats.","The Peak Tram, originally steampowered, was built to speed the wealthy taipans to their mountainside retreats."
WhereToHongKong_55197_55268,train,3.0,2.89,3.0,"There are restaurants, swimming pools, and changing facilities.","There are restaurants, swimming pools, and changing facilities."
WhereToHongKong_55269_55355,train,3.4,3.3,3.2,"The village of Coloane is picturesque, with a central square lined with cafés.","The village of [NAME] is picturesque, with a central square lined with cafés."
WhereToHongKong_55494_55728,test,3.1,3.1,3.0,"The small Chapel of St. Francis Xavier is dedicated to the 16th-century patron saint of missionaries, and has on display the elbow of the saint, along with the bones of numerous Japanese and Vietnamese martyrs.","The small Chapel of St. Francis Xavier is dedicated to the 16thcentury patron saint of missionaries, and has on display the elbow of the saint, along with the bones of numerous Japanese and Vietnamese martyrs."
WhereToHongKong_55737_55860,train,3.29,3.0,3.14,"Seac Pai Van Park, on the west coast of the island is an interesting natural preserve with aNatural History Museum.","Seac Pai Van Park, on the west coast of the island is an interesting natural preserve with aNatural History Museum."
WhereToHongKong_55912_56028,dev,3.0,2.67,3.0,"Guangzhou was China’s major seaport for 2,000 years and the center for European traders in the 19th century.","Guangzhou was Chinas major seaport for 2,000 years and the center for European traders in the 19th century."
WhereToHongKong_56029_56089,train,3.3,3.0,3.3,The city still maintains its important gateway role.,The city still maintains its important gateway role.
WhereToHongKong_56090_56272,train,3.25,3.12,3.25,Ever since 1957 the Canton Trade Fair (officially the Chinese Export Commodities Fair) has attracted throngs of international business people every spring and autumn.,Ever since 1957 the Canton Trade Fair officially the Chinese Export Commodities Fair has attracted throngs of international business people every spring and autumn.
WhereToHongKong_56281_56446,dev,3.0,3.0,3.0,"Guangzhou, with a population of more than 5 million, straddles the Pearl River — China’s fifth longest — which links the city to the South China Sea.","Guangzhou, with a population of more than 5 million, straddles the Pearl River  Chinas fifth longest  which links the city to the South China Sea."
WhereToHongKong_5632_5724,train,3.0,2.67,2.89,"Before the tram was built, sedan chairs and rickshaws were the only way to get here.","Before the tram was built, sedan chairs and rickshaws were the only way to get here."
WhereToHongKong_56447_56683,train,3.44,3.22,3.11,"This waterway accounts for much of the local charm and excitement, as the daily drama of the ferryboats, junks, sampans, freighters — and even small tankers and big gunboats — unfolds right in the center of town.","This waterway accounts for much of the local charm and excitement, as the daily drama of the ferryboats, junks, sampans, freighters  and even small tankers and big gunboats  unfolds right in the center of town."
WhereToHongKong_56684_56816,train,3.89,3.11,3.22,"The river also irrigates the carefully tended surrounding farmlands, creating a beautifully lush, subtropical scene.","The river also irrigates the carefully tended surrounding farmlands, creating a beautifully lush, subtropical scene."
WhereToHongKong_56817_56962,train,3.1,2.8,3.1,"Guangdong Province has some of China’s most fertile land, and grows two crops of rice a year, along with vegetables of all kinds.","Guangdong Province has some of Chinas most fertile land, and grows two crops of rice a year, along with vegetables of all kinds."
WhereToHongKong_56971_57132,train,3.2,3.0,3.0,"Guangzhou today is mostly about business and industry, featuring new development, skyscrapers, a whole new business area, and raised expressways.","Guangzhou today is mostly about business and industry, featuring new development, skyscrapers, a whole new business area, and raised expressways."
WhereToHongKong_5725_5829,train,3.0,3.0,3.0,Since the tram’s inauguration in 1888 it has stopped only for typhoons and World War II.,Since the trams inauguration in 1888 it has stopped only for typhoons and World War II.
WhereToHongKong_57323_57452,test,3.3,3.1,3.2,"Guangzhou is interestingly one of China’s most prosperous cities, determinedly on the move into the modern world.","Guangzhou is interestingly one of Chinas most prosperous cities, determinedly on the move into the modern world."
WhereToHongKong_57453_57605,train,2.5,3.2,2.8,"It seems that the picturesque older sections with their old houses, narrow streets, and winding alleyways may not be around much longer.","It seems that the picturesque older sections with their old houses, narrow streets, and winding alleyways may not be around much longer."
WhereToHongKong_57644_57775,test,3.1,3.2,3.1,"There are many package tours to Guangzhou from Hong Kong (see page 113), and this may be the easiest way to visit the city.","There are many package tours to Guangzhou from Hong Kong see page 113, and this may be the easiest way to visit the city."
WhereToHongKong_57784_57846,dev,3.2,2.8,3.2,"However, it’s also easy to get to Guangzhou by train or ferry.","However, its also easy to get to Guangzhou by train or ferry."
WhereToHongKong_57847_58004,dev,3.11,2.44,3.0,"Four comfortable express trains depart the Kowloon-Canton Railway (KCR) Station in Hung Hom, Kowloon, making the trip in less than two hours.","Four comfortable express trains depart the KowloonCanton Railway KCR Station in [NAME], Kowloon, making the trip in less than two hours."
WhereToHongKong_58013_58127,train,3.0,2.9,3.0,Turbo Cat ferries leave the China Hong Kong City (CHKC) terminal twice a day; the journey takes two hours.,Turbo Cat ferries leave the China Hong Kong City CHKC terminal twice a day the journey takes two hours.
WhereToHongKong_580_825,train,3.3,3.0,3.0,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","As the doubledecker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a sevenminute sightseeing tour."
WhereToHongKong_58128_58233,train,3.0,3.0,3.1,"Citibus also travels to Guangzhou from CHKC; there are five round-trips a day, taking 31/2 hours.","Citibus also travels to Guangzhou from CHKC there are five roundtrips a day, taking 312 hours."
WhereToHongKong_58242_58317,train,2.9,2.7,2.8,You will need a visa to enter China (see page 109 for information).,You will need a visa to enter China see page 109 for information.
WhereToHongKong_58318_58447,train,3.0,2.83,3.0,"Hong Kong currency is widely accepted in Guangzhou, or you can change your currency into RMB (yuan) at any bank or hotel.","Hong Kong currency is widely accepted in Guangzhou, or you can change your currency into RMB yuan at any bank or hotel."
WhereToHongKong_5838_5917,train,3.0,3.0,3.2,The modern 120-passenger cars make the journey in around eight minutes.,The modern 120passenger cars make the journey in around eight minutes.
WhereToHongKong_58456_58538,train,2.91,2.73,3.09,"Note, however, that the exchange does not go the other way (see page 116).","Note, however, that the exchange does not go the other way see page 116."
WhereToHongKong_58547_58651,train,3.0,2.43,3.0,"Guangzhou, like Hong Kong, is primarily Cantonese-speaking, but many people also speak Mandarin.","Guangzhou, like Hong Kong, is primarily Cantonesespeaking, but many people also speak Mandarin."
WhereToHongKong_58652_58713,train,3.25,2.88,3.12,English is spoken in hotels and tourist destinations.,English is spoken in hotels and tourist destinations.
WhereToHongKong_58722_58907,train,3.09,3.36,3.27,"If you travel by train, you will arrive at the Guangzhou East Station, a large modern complex, which connects with the subway, buses, hotel transfer services, and taxis.","If you travel by train, you will arrive at the Guangzhou East Station, a large modern complex, which connects with the subway, buses, hotel transfer services, and taxis."
WhereToHongKong_58908_59072,train,3.2,3.2,3.0,"The train station is in the newer business district; nearby is Asia’s third-tallest building, at 83 stories, which will often be pointed out to you.","The train station is in the newer business district nearby is Asias thirdtallest building, at 83 stories, which will often be pointed out to you."
WhereToHongKong_59081_59100,test,3.1,2.6,2.9,Sights in Guangzhou,Sights in Guangzhou
WhereToHongKong_5918_6028,train,2.6,2.9,2.7,"However, on sunny Saturdays and Sundays you may have to brave a crowd lining up at the lower terminal.","However, on sunny Saturdays and Sundays you may have to brave a crowd lining up at the lower terminal."
WhereToHongKong_59269_59315,train,3.0,3.14,3.14,The park is landscaped with lakes and gardens.,The park is landscaped with lakes and gardens.
WhereToHongKong_59316_59398,train,3.0,2.7,2.9,"In the park is the 1380 Zhenhai Tower, one of the city’s oldest buildings.","In the park is the 1380 [NAME], one of the citys oldest buildings."
WhereToHongKong_59407_59513,test,3.1,3.1,3.3,"Actually a five-story pavilion on a hilltop, it contains a fine collection of historical exhibits.","Actually a fivestory pavilion on a hilltop, it contains a fine collection of historical exhibits."
WhereToHongKong_59514_59647,train,3.5,3.2,3.0,"Dr. Sun Yat-sen’s Memorial Hall honors the founder of the Chinese Revolution, flanked by his heroic statue in copper.","Dr. [NAME] honors the founder of the Chinese Revolution, flanked by his heroic statue in copper."
WhereToHongKong_59648_59721,train,3.0,2.33,2.83,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,Dr. [NAME] 18661925 began his political career in Canton.
WhereToHongKong_59722_59889,train,3.0,2.9,3.0,"This enormous, modern version of a traditional Chinese building, with sweeping blue tile roofs, contains an auditorium big enough to seat 4,700 people.","This enormous, modern version of a traditional Chinese building, with sweeping blue tile roofs, contains an auditorium big enough to seat 4,700 people."
WhereToHongKong_59890_59960,train,3.1,3.1,3.1,It was built in 1931 with contributions from overseas Chinese.,It was built in 1931 with contributions from overseas Chinese.
WhereToHongKong_59961_60016,train,3.29,2.86,3.0,The center of the park is the Five Rams Statue.,The center of the park is the Five Rams Statue.
WhereToHongKong_60017_60215,train,3.2,3.1,3.0,"It celebrates the founding of Guangzhou, when five spirits rode their goats down from the celestial realm to present the inhabitants of the city with their very first grains of rice.","It celebrates the founding of Guangzhou, when five spirits rode their goats down from the celestial realm to present the inhabitants of the city with their very first grains of rice."
WhereToHongKong_60224_60345,train,3.27,2.91,3.18,"Guangzhou’s most important Buddhist monument is the 1,400-year-old Temple of the Six Banyan Trees (open 8am–5pm).","Guangzhous most important Buddhist monument is the 1,400yearold Temple of the Six Banyan Trees open 8am5pm."
WhereToHongKong_6029_6215,train,2.62,3.0,3.37,"During the spring and autumn festivals, when people traditionally seek out the hilltops, the throngs are so large you would be better advised to try another time.","During the spring and autumn festivals, when people traditionally seek out the hilltops, the throngs are so large you would be better advised to try another time."
WhereToHongKong_60346_60516,train,2.89,2.78,3.0,"Although the banyan trees that once flourished here are now no more, the often-restored complex has remained a focus of local Buddhist activities.","Although the banyan trees that once flourished here are now no more, the oftenrestored complex has remained a focus of local Buddhist activities."
WhereToHongKong_60517_60709,dev,3.1,3.1,3.0,"Golden Buddha statues in several of Buddha’s aspects adorn the temples, and overlooking them is the 17-story Flower Pagoda, a slender relic of the Song dynasty (a.d. 960–1279).","[NAME] statues in several of [NAME] aspects adorn the temples, and overlooking them is the 17story Flower Pagoda, a slender relic of the Song dynasty a.d. 9601279."
WhereToHongKong_60718_60841,train,3.11,3.0,3.0,"In the early Middle Ages, Canton had a significant Muslim population as a result of its trade with the Middle East.","In the early Middle Ages, Canton had a significant Muslim population as a result of its trade with the Middle East."
WhereToHongKong_60842_60986,train,3.0,2.9,3.1,"This explains the presence in Guangzhou of the Huaisheng Mosque, reputed to be China’s oldest, and traditionally dated a.d. 627.","This explains the presence in Guangzhou of the Huaisheng Mosque, reputed to be Chinas oldest, and traditionally dated a.d. 627."
WhereToHongKong_60987_61075,train,3.0,2.9,2.9,"Rebuilt in modern times, the mosque serves the small local community of Muslims.","Rebuilt in modern times, the mosque serves the small local community of Muslims."
WhereToHongKong_61076_61210,train,2.9,3.1,3.1,"The modern minaret is known as the “Plain (or Naked) Pagoda,” in contrast to the Flower Pagoda of the Buddhist temple.","The modern minaret is known as the Plain or [NAME], in contrast to the Flower Pagoda of the Buddhist temple."
WhereToHongKong_61219_61361,train,3.0,3.0,3.0,"Chen Jia Ci, the Chen Family Institute (open daily 8:30am–5pm), was built in the late 19th century to promote arts and crafts.","[NAME], the Chen Family Institute open daily 830am5pm, was built in the late 19th century to promote arts and crafts."
WhereToHongKong_61362_61491,test,3.75,3.5,3.62,"An architectural wonder, it is itself a beautiful piece of craftsmanship with its sculpture and carved stone balustrades.","An architectural wonder, it is itself a beautiful piece of craftsmanship with its sculpture and carved stone balustrades."
WhereToHongKong_61500_61616,train,3.38,3.12,3.12,"Porcelain friezes adorn the rooftops and ridgepoles, telling the story of the Romance of the Three Kingdoms.","Porcelain friezes adorn the rooftops and ridgepoles, telling the story of the Romance of the Three Kingdoms."
WhereToHongKong_61617_61685,train,3.0,2.6,2.8,"Inside is a collection of ceramics, carvings, and furniture.","Inside is a collection of ceramics, carvings, and furniture."
WhereToHongKong_61686_61738,test,3.2,2.9,2.9,There is also a market and a porcelain shop.,There is also a market and a porcelain shop.
WhereToHongKong_61747_61931,train,3.22,3.11,3.22,"A former Confucian temple is presently the home of the historic National Peasant Movement Institute, where the Chinese Communist Party trained its leaders in the 1920s.","A former Confucian temple is presently the home of the historic National Peasant Movement Institute, where the Chinese Communist Party trained its leaders in the 1920s."
WhereToHongKong_61932_62092,test,3.0,2.8,3.0,"Mao Zedong himself directed the institute in 1926, and gave lectures on geography, rural education, and “The Problem of the Chinese Peasantry. ”","[NAME] himself directed the institute in 1926, and gave lectures on geography, rural education, and The Problem of the Chinese Peasantry. "
WhereToHongKong_62093_62129,train,3.0,2.88,2.88,Zhou Enlai also taught here.,[NAME] also taught here.
WhereToHongKong_62138_62265,train,3.1,2.9,3.0,"The atmosphere of 19th-century Canton is best evoked on Shamian Island, a haunting, nostalgic place in the Pearl River.","The atmosphere of 19thcentury Canton is best evoked on Shamian Island, a haunting, nostalgic place in the Pearl River."
WhereToHongKong_6224_6435,train,3.27,3.09,3.18,"At the upper terminus there is a four-level shopping center, the Peak Galleria, and the Peak Tower, which resembles an airport control tower and has shops, entertainment, and restaurants.","At the upper terminus there is a fourlevel shopping center, the Peak Galleria, and the Peak Tower, which resembles an airport control tower and has shops, entertainment, and restaurants."
WhereToHongKong_62266_62454,train,2.88,2.62,3.12,"This small formerly residential island, beautifully shaded by banyan trees, was the home of the closed community of the foreign colony in the era of “concessions. ”","This small formerly residential island, beautifully shaded by banyan trees, was the home of the closed community of the foreign colony in the era of concessions. "
WhereToHongKong_62455_62536,train,2.89,3.11,3.11,The bridges were barred by night with iron gates to keep the Chinese out.,The bridges were barred by night with iron gates to keep the Chinese out.
WhereToHongKong_62537_62676,dev,3.56,3.22,3.22,"Its stately European-style buildings have since been restored, largely for use as government offices and foreign legations.","Its stately [NAME] buildings have since been restored, largely for use as government offices and foreign legations."
WhereToHongKong_62677_62750,train,3.2,3.0,2.9,The island also has Guangzhou’s first modern luxury resort hotel.,The island also has Guangzhous first modern luxury resort hotel.
WhereToHongKong_62759_62850,train,3.0,2.9,3.2,"A popular optional excursion is an hour’s detour to Guangzhou Zoo, founded in 1958.","A popular optional excursion is an hours detour to Guangzhou Zoo, founded in 1958."
WhereToHongKong_62851_63001,train,3.44,3.11,3.11,"It houses more than 200 animal species, most famous of which is the giant panda, and has an imaginative monkey mountain behind a moat.","It houses more than 200 animal species, most famous of which is the giant panda, and has an imaginative monkey mountain behind a moat."
WhereToHongKong_63010_63095,train,3.2,3.0,3.2,"Not to be missed is a visit to Guangzhou’s famous open-air market, Qing Ping.","Not to be missed is a visit to Guangzhous famous openair market, [NAME]."
WhereToHongKong_63096_63129,train,3.4,3.1,2.9,Guangzhou is famous for its food.,Guangzhou is famous for its food.
WhereToHongKong_63130_63246,train,2.9,3.1,2.9,The Cantonese love to eat and have the reputation of eating almost anything that walks on four legs.,The Cantonese love to eat and have the reputation of eating almost anything that walks on four legs.
WhereToHongKong_63247_63433,train,3.0,2.72,3.28,"The market bears this out: Along with the usual ducks and chickens, you will see for sale snakes, dogs, bats, and sometimes monkeys — all are highly prized as delicacies.","The market bears this out Along with the usual ducks and chickens, you will see for sale snakes, dogs, bats, and sometimes monkeys  all are highly prized as delicacies."
WhereToHongKong_63434_63560,train,3.3,2.9,2.9,"More pleasantly, you can browse among lanes of antiques, flowers, herbs, fruit, goldfish, songbirds, and more.","More pleasantly, you can browse among lanes of antiques, flowers, herbs, fruit, goldfish, songbirds, and more."
WhereToHongKong_63599_63763,train,3.0,3.0,3.0,"A very popular day-trip from Guangzhou goes to Foshan, a city of nearly 300,000 people, renowned for its handicrafts for more than a thousand years.","A very popular daytrip from Guangzhou goes to Foshan, a city of nearly 300,000 people, renowned for its handicrafts for more than a thousand years."
WhereToHongKong_63764_64071,test,3.1,2.7,3.2,"The individual artisans’ shops are no longer here, but you can visit a silk-weaving factory, a ceramics plant, and the Foshan Folk Art Studio, where you can observe workers making Chinese lanterns, carving sculptures, painting scrolls, and cutting intricate designs in paper.","The individual artisans shops are no longer here, but you can visit a silkweaving factory, a ceramics plant, and the Foshan Folk Art Studio, where you can observe workers making Chinese lanterns, carving sculptures, painting scrolls, and cutting intricate designs in paper."
WhereToHongKong_64072_64177,train,3.1,2.7,3.2,"The Foshan Art Porcelain Factory has traditional designs, but also some attractive modern pieces.","The Foshan Art Porcelain Factory has traditional designs, but also some attractive modern pieces."
WhereToHongKong_64186_64368,train,3.1,3.0,2.9,"Foshan’s most outstanding artistic monument is Zu Miao, the Taoist Ancestral Temple, a Sung dynasty establishment rebuilt in the 14th century and well worth visiting.","Foshans most outstanding artistic monument is [NAME], the Taoist Ancestral Temple, a Sung dynasty establishment rebuilt in the 14th century and well worth visiting."
WhereToHongKong_64369_64510,train,3.4,2.8,3.2,"Constructed in wood, brick, stone, ceramic, and bronze, this is a work of extravagant beauty, uniting many ancient art forms.","Constructed in wood, brick, stone, ceramic, and bronze, this is a work of extravagant beauty, uniting many ancient art forms."
WhereToHongKong_6444_6597,train,3.3,3.1,2.9,"You can walk around the peak for impressive views of Hong Kong, the coastline, and the islands in 45 minutes on Lugard and Harlech roads.","You can walk around the peak for impressive views of Hong Kong, the coastline, and the islands in 45 minutes on Lugard and Harlech roads."
WhereToHongKong_64511_64611,train,3.0,3.0,3.2,"The complex contains the oldest wooden stage in China, used by the Wan Fu Tai Chinese opera.","The complex contains the oldest wooden stage in China, used by the Wan Fu Tai Chinese opera."
WhereToHongKong_64653_64702,test,3.11,3.0,3.33,Shenzhen was China’s first Special Economic Zone.,Shenzhen was Chinas first Special Economic Zone.
WhereToHongKong_64711_64814,train,3.0,3.1,3.0,"Literally created out of rural farmland, it was set up in the 1970s as the answer to Hong Kong.","Literally created out of rural farmland, it was set up in the 1970s as the answer to Hong Kong."
WhereToHongKong_64815_64989,train,3.22,3.11,3.11,"From a population of 20,000 it has grown into a metropolis of 2.5 million, with tightly clustered skyscrapers and some of China’s highest grossing industries.","From a population of 20,000 it has grown into a metropolis of 2.5 million, with tightly clustered skyscrapers and some of Chinas highest grossing industries."
WhereToHongKong_64998_65234,train,3.3,3.0,3.2,"Because Shenzhen is much cheaper than Hong Kong, it is a popular weekend destination for Hong Kong’s Chinese, who come to relax, dine in its resorts, and play golf — Shenzhen hosted the World Cup of Golf in 1995.","Because Shenzhen is much cheaper than Hong Kong, it is a popular weekend destination for Hong Kongs Chinese, who come to relax, dine in its resorts, and play golf  Shenzhen hosted the World Cup of Golf in 1995."
WhereToHongKong_65235_65385,train,3.12,3.5,3.12,It is even becoming something of a commuter town — owning or renting an apartment here costs a fraction of what it would in Hong Kong.,It is even becoming something of a commuter town  owning or renting an apartment here costs a fraction of what it would in Hong Kong.
WhereToHongKong_65394_65511,train,3.2,3.1,3.2,"Shenzhen is easy to reach — the KCR commuter train runs throughout the day, the trip taking about 40 minutes.","Shenzhen is easy to reach  the KCR commuter train runs throughout the day, the trip taking about 40 minutes."
WhereToHongKong_65512_65641,test,3.0,2.6,2.9,"Visitors need a visa to enter China, and must disembark at the border (now called “boundary”) checkpoint, Lo Wai.","Visitors need a visa to enter China, and must disembark at the border now called boundary checkpoint, [NAME]."
WhereToHongKong_65674_65855,train,3.0,3.0,3.1,"A Turbo Cat ferry makes a one-hour trip (7am–7pm) from Hong Kong’s Macau Ferry Terminal to Shekou on the Natau Peninsula, which is part of the economic zone.","A Turbo Cat ferry makes a onehour trip 7am7pm from Hong Kongs Macau Ferry Terminal to Shekou on the Natau Peninsula, which is part of the economic zone."
WhereToHongKong_65864_65943,train,3.1,2.9,3.1,"Shenzhen is a premier shopping center, and much cheaper than Hong Kong.","Shenzhen is a premier shopping center, and much cheaper than Hong Kong."
WhereToHongKong_65944_66025,train,3.2,2.9,2.9,It is known for its inexpensive (but well-made) knock-off designer goods.,It is known for its inexpensive but wellmade knockoff designer goods.
WhereToHongKong_6598_6640,train,3.17,2.83,3.0,The view is especially effective at night.,The view is especially effective at night.
WhereToHongKong_66026_66113,train,3.2,3.1,3.4,"You can use your Hong Kong dollars here, so there’s no need to change currency.","You can use your Hong Kong dollars here, so theres no need to change currency."
WhereToHongKong_66114_66187,train,3.3,3.1,3.1,"Some places take credit cards, but cash is better for bargaining.","Some places take credit cards, but cash is better for bargaining."
WhereToHongKong_66329_66402,train,3.4,3.1,3.0,Shenzhen’s main tourist attractions are its enormous theme parks.,Shenzhens main tourist attractions are its enormous theme parks.
WhereToHongKong_6641_6837,dev,3.1,3.2,3.1,"There are also souvenir stands, benches for a rest, and perhaps Hong Kong’s last surviving rickshaws — however these are not for rides, but are a tourist photo opportunity.","There are also souvenir stands, benches for a rest, and perhaps [NAME] last surviving rickshaws  however these are not for rides, but are a tourist photo opportunity."
WhereToHongKong_66487_66625,train,3.4,2.7,2.9,"It contains elaborate replicas of China’s chief monuments in impressive detail, including a scaled-down version of the Great Wall.","It contains elaborate replicas of Chinas chief monuments in impressive detail, including a scaleddown version of the Great Wall."
WhereToHongKong_66634_66812,train,3.2,2.8,3.0,The 24 China Folk Culture Villages represent China’s ethnic variety; they feature craftspeople in traditional costumes along with folksong and dance performances.,The 24 China Folk Culture Villages represent Chinas ethnic variety they feature craftspeople in traditional costumes along with folksong and dance performances.
WhereToHongKong_66821_66912,test,3.25,2.62,3.25,"In Shekou is a large Free Market, and an exhibition of Xian’s terra-cotta warriors.","In Shekou is a large Free Market, and an exhibition of Xians terracotta warriors."
WhereToHongKong_6838_6927,dev,3.18,3.0,3.27,"If you’re up to a climb, take the Mount Austin road to the Victoria Peak Gardens.","If youre up to a climb, take the Mount Austin road to the Victoria Peak Gardens."
